사용일자,노선명,역ID,역명,승차총승객수,하차총승객수,등록일자,호선,구,동,상세주소,전화번호,상세주소_역이름
20200105,경인선,1821,온수(성공회대입구),4959.0,4478.0,20200108,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200105,7호선,2752,온수(성공회대입구),4839.0,5091.0,20200108,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200106,경인선,1821,온수(성공회대입구),7474.0,7388.0,20200109,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200106,7호선,2752,온수(성공회대입구),11560.0,10953.0,20200109,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200107,경인선,1821,온수(성공회대입구),7072.0,7023.0,20200110,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200107,7호선,2752,온수(성공회대입구),11213.0,10623.0,20200110,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200108,경인선,1821,온수(성공회대입구),7599.0,7614.0,20200111,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200108,7호선,2752,온수(성공회대입구),11676.0,11115.0,20200111,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200109,경인선,1821,온수(성공회대입구),7737.0,7584.0,20200112,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200109,7호선,2752,온수(성공회대입구),11699.0,10860.0,20200112,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200110,경인선,1821,온수(성공회대입구),7936.0,7617.0,20200113,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200110,7호선,2752,온수(성공회대입구),11854.0,10985.0,20200113,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200111,경인선,1821,온수(성공회대입구),6260.0,5781.0,20200114,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200111,7호선,2752,온수(성공회대입구),6801.0,6801.0,20200114,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200112,경인선,1821,온수(성공회대입구),5083.0,4765.0,20200115,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200112,7호선,2752,온수(성공회대입구),4961.0,5057.0,20200115,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200113,경인선,1821,온수(성공회대입구),7478.0,7278.0,20200116,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200113,7호선,2752,온수(성공회대입구),11644.0,10830.0,20200116,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200114,7호선,2752,온수(성공회대입구),11603.0,10966.0,20200117,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200114,경인선,1821,온수(성공회대입구),7514.0,7411.0,20200117,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200115,경인선,1821,온수(성공회대입구),7485.0,7380.0,20200118,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200115,7호선,2752,온수(성공회대입구),11814.0,11134.0,20200118,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200116,7호선,2752,온수(성공회대입구),11723.0,10888.0,20200119,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200116,경인선,1821,온수(성공회대입구),7616.0,7330.0,20200119,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200117,경인선,1821,온수(성공회대입구),7660.0,7528.0,20200120,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200117,7호선,2752,온수(성공회대입구),11831.0,11113.0,20200120,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200118,경인선,1821,온수(성공회대입구),6120.0,5651.0,20200121,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200118,7호선,2752,온수(성공회대입구),6961.0,6913.0,20200121,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200119,경인선,1821,온수(성공회대입구),4927.0,4554.0,20200122,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200119,7호선,2752,온수(성공회대입구),4980.0,5029.0,20200122,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200120,7호선,2752,온수(성공회대입구),11685.0,11078.0,20200123,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200120,경인선,1821,온수(성공회대입구),7587.0,7282.0,20200123,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200121,경인선,1821,온수(성공회대입구),7583.0,7377.0,20200124,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200121,7호선,2752,온수(성공회대입구),11881.0,10927.0,20200124,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200122,경인선,1821,온수(성공회대입구),7712.0,7893.0,20200125,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200122,7호선,2752,온수(성공회대입구),11549.0,10578.0,20200125,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200123,경인선,1821,온수(성공회대입구),7348.0,7027.0,20200126,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200123,7호선,2752,온수(성공회대입구),11253.0,10396.0,20200126,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200124,7호선,2752,온수(성공회대입구),3960.0,3952.0,20200127,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200124,경인선,1821,온수(성공회대입구),3432.0,3282.0,20200127,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200125,경인선,1821,온수(성공회대입구),3528.0,3169.0,20200128,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200125,7호선,2752,온수(성공회대입구),3383.0,3564.0,20200128,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200126,경인선,1821,온수(성공회대입구),4398.0,4040.0,20200129,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200126,7호선,2752,온수(성공회대입구),4025.0,4213.0,20200129,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200127,경인선,1821,온수(성공회대입구),3780.0,3659.0,20200130,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200127,7호선,2752,온수(성공회대입구),4187.0,4308.0,20200130,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200128,경인선,1821,온수(성공회대입구),6846.0,6700.0,20200131,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200128,7호선,2752,온수(성공회대입구),10684.0,10069.0,20200131,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200129,경인선,1821,온수(성공회대입구),7162.0,7144.0,20200201,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200129,7호선,2752,온수(성공회대입구),11374.0,10719.0,20200201,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200130,7호선,2752,온수(성공회대입구),11282.0,10589.0,20200202,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200130,경인선,1821,온수(성공회대입구),7124.0,7077.0,20200202,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200131,경인선,1821,온수(성공회대입구),7115.0,7220.0,20200203,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20200131,7호선,2752,온수(성공회대입구),11382.0,10680.0,20200203,7,구로구,온수동,서울특별시 구로구 온수동 53-1,6311-7500,온수역(7호선)
20191201,경원선,1018,석계,6108.0,6928.0,20191204,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191201,6호선,2645,석계,8001.0,7877.0,20191204,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191202,경원선,1018,석계,10664.0,12065.0,20191205,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191202,6호선,2645,석계,15382.0,16061.0,20191205,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191203,경원선,1018,석계,10710.0,12345.0,20191206,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191203,6호선,2645,석계,15669.0,16149.0,20191206,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191204,경원선,1018,석계,10930.0,12512.0,20191207,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191204,6호선,2645,석계,15588.0,16298.0,20191207,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191205,경원선,1018,석계,11108.0,12300.0,20191208,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191205,6호선,2645,석계,15883.0,16235.0,20191208,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191206,경원선,1018,석계,10604.0,12092.0,20191209,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191206,6호선,2645,석계,15512.0,15631.0,20191209,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191207,경원선,1018,석계,9768.0,10467.0,20191210,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191207,6호선,2645,석계,11512.0,11169.0,20191210,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191208,경원선,1018,석계,6867.0,7825.0,20191211,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191208,6호선,2645,석계,7895.0,8166.0,20191211,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191209,경원선,1018,석계,10479.0,11852.0,20191212,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191209,6호선,2645,석계,15113.0,15821.0,20191212,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191210,경원선,1018,석계,10956.0,12236.0,20191213,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191210,6호선,2645,석계,15546.0,16001.0,20191213,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191211,경원선,1018,석계,10947.0,12397.0,20191214,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191211,6호선,2645,석계,15637.0,16054.0,20191214,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191212,경원선,1018,석계,11185.0,12395.0,20191215,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191212,6호선,2645,석계,15760.0,16146.0,20191215,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191213,경원선,1018,석계,11452.0,12726.0,20191216,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191213,6호선,2645,석계,16096.0,16278.0,20191216,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191214,경원선,1018,석계,10354.0,11094.0,20191217,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191214,6호선,2645,석계,11966.0,11707.0,20191217,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191215,경원선,1018,석계,7241.0,7880.0,20191218,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191215,6호선,2645,석계,8375.0,8271.0,20191218,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191216,경원선,1018,석계,10908.0,12220.0,20191219,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191216,6호선,2645,석계,15230.0,15726.0,20191219,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191217,경원선,1018,석계,10531.0,11756.0,20191220,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191217,6호선,2645,석계,14939.0,15323.0,20191220,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191218,경원선,1018,석계,11021.0,12459.0,20191221,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191218,6호선,2645,석계,15484.0,15812.0,20191221,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191219,경원선,1018,석계,10976.0,12424.0,20191222,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191219,6호선,2645,석계,15227.0,15623.0,20191222,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191220,경원선,1018,석계,11659.0,12791.0,20191223,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191220,6호선,2645,석계,15984.0,16019.0,20191223,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191221,경원선,1018,석계,10110.0,10733.0,20191224,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191221,6호선,2645,석계,12044.0,11628.0,20191224,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191222,경원선,1018,석계,7378.0,8071.0,20191225,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191222,6호선,2645,석계,8395.0,8521.0,20191225,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191223,경원선,1018,석계,10606.0,11904.0,20191226,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191223,6호선,2645,석계,14878.0,15261.0,20191226,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191224,경원선,1018,석계,11081.0,12427.0,20191227,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191224,6호선,2645,석계,15519.0,15500.0,20191227,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191225,경원선,1018,석계,7541.0,8251.0,20191228,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191225,6호선,2645,석계,9163.0,9044.0,20191228,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191226,경원선,1018,석계,10656.0,11890.0,20191229,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191226,6호선,2645,석계,14753.0,15202.0,20191229,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191227,경원선,1018,석계,10828.0,12103.0,20191230,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191227,6호선,2645,석계,15466.0,15401.0,20191230,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191228,경원선,1018,석계,9497.0,10059.0,20191231,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191228,6호선,2645,석계,11212.0,11127.0,20191231,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191229,경원선,1018,석계,6702.0,7309.0,20200101,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191229,6호선,2645,석계,8013.0,8074.0,20200101,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191230,경원선,1018,석계,10320.0,11674.0,20200102,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191230,6호선,2645,석계,14381.0,14702.0,20200102,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191231,경원선,1018,석계,9662.0,10575.0,20200103,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191231,6호선,2645,석계,14172.0,13795.0,20200103,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200101,6호선,2645,석계,6045.0,6302.0,20200104,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200101,경원선,1018,석계,5006.0,5668.0,20200104,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200102,경원선,1018,석계,9836.0,11171.0,20200105,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200102,6호선,2645,석계,13741.0,14170.0,20200105,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200103,경원선,1018,석계,10558.0,11747.0,20200106,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200103,6호선,2645,석계,14671.0,15003.0,20200106,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200104,경원선,1018,석계,8592.0,9320.0,20200107,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200104,6호선,2645,석계,10386.0,10229.0,20200107,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200105,경원선,1018,석계,6352.0,7011.0,20200108,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200105,6호선,2645,석계,7738.0,7725.0,20200108,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200106,경원선,1018,석계,9957.0,11433.0,20200109,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200106,6호선,2645,석계,14149.0,14922.0,20200109,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200107,경원선,1018,석계,9263.0,10668.0,20200110,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200107,6호선,2645,석계,14094.0,14641.0,20200110,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200108,경원선,1018,석계,10134.0,11438.0,20200111,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200108,6호선,2645,석계,14438.0,14857.0,20200111,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200109,경원선,1018,석계,10286.0,11760.0,20200112,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200109,6호선,2645,석계,14598.0,14958.0,20200112,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200110,경원선,1018,석계,10829.0,11978.0,20200113,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200110,6호선,2645,석계,15105.0,15150.0,20200113,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200111,경원선,1018,석계,9146.0,10000.0,20200114,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200111,6호선,2645,석계,10939.0,10816.0,20200114,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200112,경원선,1018,석계,6541.0,7345.0,20200115,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200112,6호선,2645,석계,8010.0,7996.0,20200115,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200113,경원선,1018,석계,10050.0,11500.0,20200116,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200113,6호선,2645,석계,14200.0,14754.0,20200116,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200114,6호선,2645,석계,14531.0,14886.0,20200117,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200114,경원선,1018,석계,10348.0,11671.0,20200117,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200115,경원선,1018,석계,10298.0,11670.0,20200118,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200115,6호선,2645,석계,14751.0,15249.0,20200118,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200116,6호선,2645,석계,14658.0,14815.0,20200119,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200116,경원선,1018,석계,10345.0,11724.0,20200119,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200117,경원선,1018,석계,10805.0,12060.0,20200120,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200117,6호선,2645,석계,15010.0,15149.0,20200120,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200118,경원선,1018,석계,9288.0,9869.0,20200121,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200118,6호선,2645,석계,11005.0,10933.0,20200121,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200119,경원선,1018,석계,6335.0,6924.0,20200122,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200119,6호선,2645,석계,7933.0,7904.0,20200122,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200120,6호선,2645,석계,14526.0,14881.0,20200123,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200120,경원선,1018,석계,10421.0,11811.0,20200123,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200121,경원선,1018,석계,10217.0,11441.0,20200124,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200121,6호선,2645,석계,14599.0,14797.0,20200124,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200122,경원선,1018,석계,10421.0,11621.0,20200125,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200122,6호선,2645,석계,14607.0,14553.0,20200125,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200123,경원선,1018,석계,10170.0,10881.0,20200126,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200123,6호선,2645,석계,13988.0,13793.0,20200126,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200124,6호선,2645,석계,6031.0,5898.0,20200127,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200124,경원선,1018,석계,5512.0,5318.0,20200127,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200125,경원선,1018,석계,5213.0,5706.0,20200128,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200125,6호선,2645,석계,5931.0,5789.0,20200128,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200126,경원선,1018,석계,5568.0,6212.0,20200129,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200126,6호선,2645,석계,6448.0,6502.0,20200129,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200127,경원선,1018,석계,5763.0,6540.0,20200130,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200127,6호선,2645,석계,6489.0,6833.0,20200130,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200128,경원선,1018,석계,9099.0,10502.0,20200131,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200128,6호선,2645,석계,13164.0,13680.0,20200131,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200129,경원선,1018,석계,9438.0,10860.0,20200201,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200129,6호선,2645,석계,13876.0,14403.0,20200201,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200130,6호선,2645,석계,14220.0,14351.0,20200202,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200130,경원선,1018,석계,9512.0,10844.0,20200202,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200131,경원선,1018,석계,9739.0,10971.0,20200203,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20200131,6호선,2645,석계,14132.0,14201.0,20200203,6,노원구,월계동,서울특별시 노원구 월계동 25-2,6311-6440,석계역
20191201,경원선,1903,도봉산,5756.0,3867.0,20191204,7,도봉구,도봉동,서울특별시 도봉구 도봉동 38-3,6311-7100,도봉산역
20191201,7호선,2712,도봉산,5103.0,6798.0,20191204,7,도봉구,도봉동,서울특별시 도봉구 도봉동 38-3,6311-7100,도봉산역
20191202,경원선,1903,도봉산,7991.0,4848.0,20191205,7,도봉구,도봉동,서울특별시 도봉구 도봉동 38-3,6311-7100,도봉산역
20191202,7호선,2712,도봉산,11060.0,12567.0,20191205,7,도봉구,도봉동,서울특별시 도봉구 도봉동 38-3,6311-7100,도봉산역
20191203,경원선,1903,도봉산,8299.0,4939.0,20191206,7,도봉구,도봉동,서울특별시 도봉구 도봉동 38-3,6311-7100,도봉산역
20191203,7호선,2712,도봉산,11241.0,12962.0,20191206,7,도봉구,도봉동,서울특별시 도봉구 도봉동 38-3,6311-7100,도봉산역
20191204,경원선,1903,도봉산,8565.0,5365.0,20191207,7,도봉구,도봉동,서울특별시 도봉구 도봉동 38-3,6311-7100,도봉산역
20191204,7호선,2712,도봉산,11216.0,13194.0,20191207,7,도봉구,도봉동,서울특별시 도봉구 도봉동 38-3,6311-7100,도봉산역
20191205,경원선,1903,도봉산,8012.0,5021.0,20191208,7,도봉구,도봉동,서울특별시 도봉구 도봉동 38-3,6311-7100,도봉산역
20191205,7호선,2712,도봉산,11286.0,12893.0,20191208,7,도봉구,도봉동,서울특별시 도봉구 도봉동 38-3,6311-7100,도봉산역
20191206,경원선,1903,도봉산,7652.0,4444.0,20191209,7,도봉구,도봉동,서울특별시 도봉구 도봉동 38-3,6311-7100,도봉산역
20191206,7호선,2712,도봉산,10579.0,12075.0,20191209,7,도봉구,도봉동,서울특별시 도봉구 도봉동 38-3,6311-7100,도봉산역
20191207,경원선,1903,도봉산,8708.0,5396.0,20191210,7,도봉구,도봉동,서울특별시 도봉구 도봉동 38-3,6311-7100,도봉산역
20191207,7호선,2712,도봉산,7472.0,9735.0,20191210,7,도봉구,도봉동,서울특별시 도봉구 도봉동 38-3,6311-7100,도봉산역
20191208,경원선,1903,도봉산,8571.0,5744.0,20191211,7,도봉구,도봉동,서울특별시 도봉구 도봉동 38-3,6311-7100,도봉산역
20191208,7호선,2712,도봉산,5742.0,8645.0,20191211,7,도봉구,도봉동,서울특별시 도봉구 도봉동 38-3,6311-7100,도봉산역
20191209,경원선,1903,도봉산,7921.0,4715.0,20191212,7,도봉구,도봉동,서울특별시 도봉구 도봉동 38-3,6311-7100,도봉산역
20191209,7호선,2712,도봉산,10893.0,12427.0,20191212,7,도봉구,도봉동,서울특별시 도봉구 도봉동 38-3,6311-7100,도봉산역
20191210,경원선,1903,도봉산,7961.0,4982.0,20191213,7,도봉구,도봉동,서울특별시 도봉구 도봉동 38-3,6311-7100,도봉산역
20191210,7호선,2712,도봉산,11097.0,12963.0,20191213,7,도봉구,도봉동,서울특별시 도봉구 도봉동 38-3,6311-7100,도봉산역
