사용일자,노선명,역ID,역명,승차총승객수,하차총승객수,등록일자,호선,구,동,상세주소,전화번호,상세주소_역이름
20191202,2호선,231,신대방,32041.0,30688.0,20191205,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191203,2호선,231,신대방,32319.0,31151.0,20191206,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191204,2호선,231,신대방,32149.0,30805.0,20191207,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191205,2호선,231,신대방,32084.0,30876.0,20191208,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191206,2호선,231,신대방,32060.0,30158.0,20191209,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191207,2호선,231,신대방,25081.0,23510.0,20191210,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191208,2호선,231,신대방,19885.0,19039.0,20191211,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191209,2호선,231,신대방,31789.0,30375.0,20191212,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191210,2호선,231,신대방,32165.0,30785.0,20191213,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191211,2호선,231,신대방,32784.0,31446.0,20191214,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191212,2호선,231,신대방,32529.0,31406.0,20191215,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191213,2호선,231,신대방,33576.0,31575.0,20191216,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191214,2호선,231,신대방,26638.0,25083.0,20191217,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191215,2호선,231,신대방,20726.0,19970.0,20191218,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191216,2호선,231,신대방,31822.0,30571.0,20191219,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191217,2호선,231,신대방,31980.0,30360.0,20191220,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191218,2호선,231,신대방,32832.0,31634.0,20191221,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191219,2호선,231,신대방,32761.0,31410.0,20191222,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191220,2호선,231,신대방,33860.0,31367.0,20191223,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191221,2호선,231,신대방,26280.0,24539.0,20191224,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191222,2호선,231,신대방,21040.0,20367.0,20191225,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191223,2호선,231,신대방,31940.0,30297.0,20191226,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191224,2호선,231,신대방,33239.0,30599.0,20191227,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191225,2호선,231,신대방,20412.0,19503.0,20191228,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191226,2호선,231,신대방,31436.0,29973.0,20191229,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191227,2호선,231,신대방,32477.0,30182.0,20191230,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191228,2호선,231,신대방,24823.0,23162.0,20191231,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191229,2호선,231,신대방,19408.0,19035.0,20200101,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191230,2호선,231,신대방,30402.0,28820.0,20200102,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191231,2호선,231,신대방,30033.0,27405.0,20200103,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200101,2호선,231,신대방,14808.0,14965.0,20200104,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200102,2호선,231,신대방,30009.0,28633.0,20200105,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200103,2호선,231,신대방,31384.0,29424.0,20200106,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200104,2호선,231,신대방,22971.0,21815.0,20200107,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200105,2호선,231,신대방,18559.0,17978.0,20200108,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200106,2호선,231,신대방,30745.0,29434.0,20200109,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200107,2호선,231,신대방,29871.0,28533.0,20200110,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200108,2호선,231,신대방,31088.0,29867.0,20200111,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200109,2호선,231,신대방,31710.0,30115.0,20200112,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200110,2호선,231,신대방,32288.0,30166.0,20200113,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200111,2호선,231,신대방,24438.0,22952.0,20200114,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200112,2호선,231,신대방,18799.0,18154.0,20200115,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200113,2호선,231,신대방,31059.0,29597.0,20200116,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200114,2호선,231,신대방,31304.0,30074.0,20200117,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200115,2호선,231,신대방,31476.0,30340.0,20200118,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200116,2호선,231,신대방,31356.0,30250.0,20200119,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200117,2호선,231,신대방,32562.0,30484.0,20200120,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200118,2호선,231,신대방,24363.0,22723.0,20200121,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200119,2호선,231,신대방,18922.0,18101.0,20200122,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200120,2호선,231,신대방,31207.0,29968.0,20200123,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200121,2호선,231,신대방,31548.0,30074.0,20200124,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200122,2호선,231,신대방,31679.0,30023.0,20200125,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200123,2호선,231,신대방,30839.0,27415.0,20200126,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200124,2호선,231,신대방,14763.0,11963.0,20200127,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200125,2호선,231,신대방,12914.0,12996.0,20200128,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200126,2호선,231,신대방,14556.0,15225.0,20200129,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200127,2호선,231,신대방,15126.0,15817.0,20200130,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200128,2호선,231,신대방,28841.0,27805.0,20200131,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200129,2호선,231,신대방,30027.0,28962.0,20200201,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200130,2호선,231,신대방,29825.0,28787.0,20200202,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20200131,2호선,231,신대방,30379.0,28625.0,20200203,2,동작구,신대방동,서울특별시 동작구 신대방동 643-1 신대방역,6110-2311,2호선
20191201,2호선,232,구로디지털단지,32072.0,31455.0,20191204,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191202,2호선,232,구로디지털단지,73688.0,73720.0,20191205,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191203,2호선,232,구로디지털단지,75034.0,75082.0,20191206,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191204,2호선,232,구로디지털단지,75071.0,75761.0,20191207,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191205,2호선,232,구로디지털단지,74291.0,74766.0,20191208,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191206,2호선,232,구로디지털단지,76171.0,76466.0,20191209,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191207,2호선,232,구로디지털단지,47661.0,47987.0,20191210,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191208,2호선,232,구로디지털단지,34364.0,33740.0,20191211,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191209,2호선,232,구로디지털단지,72892.0,73131.0,20191212,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191210,2호선,232,구로디지털단지,75664.0,76081.0,20191213,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191211,2호선,232,구로디지털단지,75287.0,75665.0,20191214,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191212,2호선,232,구로디지털단지,76134.0,76301.0,20191215,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191213,2호선,232,구로디지털단지,78832.0,78842.0,20191216,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191214,2호선,232,구로디지털단지,50822.0,50328.0,20191217,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191215,2호선,232,구로디지털단지,35647.0,34698.0,20191218,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191216,2호선,232,구로디지털단지,74084.0,74431.0,20191219,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191217,2호선,232,구로디지털단지,74032.0,74496.0,20191220,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191218,2호선,232,구로디지털단지,75944.0,76288.0,20191221,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191219,2호선,232,구로디지털단지,76215.0,76485.0,20191222,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191220,2호선,232,구로디지털단지,78824.0,79101.0,20191223,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191221,2호선,232,구로디지털단지,50195.0,49845.0,20191224,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191222,2호선,232,구로디지털단지,35992.0,35019.0,20191225,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191223,2호선,232,구로디지털단지,74582.0,74477.0,20191226,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191224,2호선,232,구로디지털단지,76419.0,76702.0,20191227,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191225,2호선,232,구로디지털단지,36653.0,36049.0,20191228,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191226,2호선,232,구로디지털단지,73213.0,73218.0,20191229,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191227,2호선,232,구로디지털단지,76020.0,75737.0,20191230,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191228,2호선,232,구로디지털단지,47118.0,46259.0,20191231,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191229,2호선,232,구로디지털단지,33995.0,33708.0,20200101,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191230,2호선,232,구로디지털단지,70717.0,70899.0,20200102,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191231,2호선,232,구로디지털단지,66570.0,66193.0,20200103,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200101,2호선,232,구로디지털단지,25130.0,25859.0,20200104,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200102,2호선,232,구로디지털단지,71079.0,70880.0,20200105,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200103,2호선,232,구로디지털단지,73974.0,74596.0,20200106,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200104,2호선,232,구로디지털단지,44203.0,43499.0,20200107,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200105,2호선,232,구로디지털단지,31980.0,31694.0,20200108,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200106,2호선,232,구로디지털단지,72750.0,72692.0,20200109,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200107,2호선,232,구로디지털단지,71028.0,71465.0,20200110,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200108,2호선,232,구로디지털단지,73576.0,73616.0,20200111,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200109,2호선,232,구로디지털단지,74410.0,74750.0,20200112,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200110,2호선,232,구로디지털단지,76485.0,76975.0,20200113,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200111,2호선,232,구로디지털단지,46475.0,46346.0,20200114,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200112,2호선,232,구로디지털단지,33445.0,32676.0,20200115,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200113,2호선,232,구로디지털단지,73015.0,73669.0,20200116,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200114,2호선,232,구로디지털단지,74529.0,74519.0,20200117,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200115,2호선,232,구로디지털단지,74642.0,74998.0,20200118,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200116,2호선,232,구로디지털단지,74816.0,75121.0,20200119,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200117,2호선,232,구로디지털단지,76456.0,76883.0,20200120,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200118,2호선,232,구로디지털단지,47561.0,46819.0,20200121,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200119,2호선,232,구로디지털단지,33053.0,32822.0,20200122,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200120,2호선,232,구로디지털단지,73952.0,74196.0,20200123,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200121,2호선,232,구로디지털단지,74974.0,75143.0,20200124,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200122,2호선,232,구로디지털단지,74560.0,74805.0,20200125,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200123,2호선,232,구로디지털단지,70445.0,68230.0,20200126,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200124,2호선,232,구로디지털단지,23796.0,20981.0,20200127,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200125,2호선,232,구로디지털단지,18464.0,18963.0,20200128,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200126,2호선,232,구로디지털단지,25232.0,26726.0,20200129,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200127,2호선,232,구로디지털단지,26557.0,28015.0,20200130,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200128,2호선,232,구로디지털단지,66984.0,67108.0,20200131,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200129,2호선,232,구로디지털단지,70508.0,70993.0,20200201,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200130,2호선,232,구로디지털단지,71306.0,71596.0,20200202,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20200131,2호선,232,구로디지털단지,71642.0,71634.0,20200203,2,구로구,구로동,서울특별시 구로구 구로동 810-3,6110-2321,구로디지털단지역
20191201,2호선,233,대림(구로구청),21986.0,22580.0,20191204,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191201,2호선,233,대림(구로구청),21986.0,22580.0,20191204,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191201,7호선,2746,대림(구로구청),11662.0,10628.0,20191204,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191201,7호선,2746,대림(구로구청),11662.0,10628.0,20191204,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191202,2호선,233,대림(구로구청),31792.0,32352.0,20191205,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191202,2호선,233,대림(구로구청),31792.0,32352.0,20191205,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191202,7호선,2746,대림(구로구청),10888.0,10741.0,20191205,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191202,7호선,2746,대림(구로구청),10888.0,10741.0,20191205,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191203,2호선,233,대림(구로구청),31612.0,32359.0,20191206,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191203,2호선,233,대림(구로구청),31612.0,32359.0,20191206,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191203,7호선,2746,대림(구로구청),10472.0,10652.0,20191206,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191203,7호선,2746,대림(구로구청),10472.0,10652.0,20191206,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191204,2호선,233,대림(구로구청),32120.0,32737.0,20191207,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191204,2호선,233,대림(구로구청),32120.0,32737.0,20191207,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191204,7호선,2746,대림(구로구청),10364.0,10428.0,20191207,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191204,7호선,2746,대림(구로구청),10364.0,10428.0,20191207,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191205,2호선,233,대림(구로구청),30915.0,31814.0,20191208,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191205,2호선,233,대림(구로구청),30915.0,31814.0,20191208,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191205,7호선,2746,대림(구로구청),10262.0,10292.0,20191208,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191205,7호선,2746,대림(구로구청),10262.0,10292.0,20191208,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191206,2호선,233,대림(구로구청),31126.0,31656.0,20191209,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191206,2호선,233,대림(구로구청),31126.0,31656.0,20191209,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191206,7호선,2746,대림(구로구청),10233.0,10589.0,20191209,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191206,7호선,2746,대림(구로구청),10233.0,10589.0,20191209,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191207,2호선,233,대림(구로구청),24935.0,26954.0,20191210,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191207,2호선,233,대림(구로구청),24935.0,26954.0,20191210,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191207,7호선,2746,대림(구로구청),9885.0,10906.0,20191210,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191207,7호선,2746,대림(구로구청),9885.0,10906.0,20191210,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191208,2호선,233,대림(구로구청),23641.0,24262.0,20191211,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191208,2호선,233,대림(구로구청),23641.0,24262.0,20191211,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191208,7호선,2746,대림(구로구청),12205.0,11579.0,20191211,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191208,7호선,2746,대림(구로구청),12205.0,11579.0,20191211,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191209,2호선,233,대림(구로구청),31977.0,32128.0,20191212,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191209,2호선,233,대림(구로구청),31977.0,32128.0,20191212,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191209,7호선,2746,대림(구로구청),10216.0,10260.0,20191212,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191209,7호선,2746,대림(구로구청),10216.0,10260.0,20191212,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191210,2호선,233,대림(구로구청),32004.0,32705.0,20191213,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191210,2호선,233,대림(구로구청),32004.0,32705.0,20191213,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191210,7호선,2746,대림(구로구청),10131.0,10180.0,20191213,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191210,7호선,2746,대림(구로구청),10131.0,10180.0,20191213,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191211,2호선,233,대림(구로구청),31718.0,32656.0,20191214,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191211,2호선,233,대림(구로구청),31718.0,32656.0,20191214,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191211,7호선,2746,대림(구로구청),10365.0,10226.0,20191214,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191211,7호선,2746,대림(구로구청),10365.0,10226.0,20191214,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191212,2호선,233,대림(구로구청),31697.0,32345.0,20191215,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191212,2호선,233,대림(구로구청),31697.0,32345.0,20191215,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191212,7호선,2746,대림(구로구청),9940.0,10084.0,20191215,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191212,7호선,2746,대림(구로구청),9940.0,10084.0,20191215,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191213,2호선,233,대림(구로구청),32377.0,33559.0,20191216,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191213,2호선,233,대림(구로구청),32377.0,33559.0,20191216,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191213,7호선,2746,대림(구로구청),10302.0,10689.0,20191216,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191213,7호선,2746,대림(구로구청),10302.0,10689.0,20191216,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191214,2호선,233,대림(구로구청),26783.0,28534.0,20191217,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191214,2호선,233,대림(구로구청),26783.0,28534.0,20191217,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191214,7호선,2746,대림(구로구청),10421.0,11679.0,20191217,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191214,7호선,2746,대림(구로구청),10421.0,11679.0,20191217,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191215,2호선,233,대림(구로구청),24036.0,24678.0,20191218,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191215,2호선,233,대림(구로구청),24036.0,24678.0,20191218,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191215,7호선,2746,대림(구로구청),12693.0,11857.0,20191218,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191215,7호선,2746,대림(구로구청),12693.0,11857.0,20191218,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191216,2호선,233,대림(구로구청),32452.0,33186.0,20191219,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191216,2호선,233,대림(구로구청),32452.0,33186.0,20191219,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
20191216,7호선,2746,대림(구로구청),10482.0,10329.0,20191219,2,구로구,구로동,서울특별시 구로구 구로동 1204,6110-2331,대림역(2호선)
20191216,7호선,2746,대림(구로구청),10482.0,10329.0,20191219,7,구로구,대림동,서울특별시 구로구 대림동 1050-17,6311-7440,대림역(7호선)
