company,date,closing_price
삼성전자,2007.04.23,"570,000"
삼성전자,2007.04.20,"573,000"
삼성전자,2007.04.19,"569,000"
삼성전자,2007.04.18,"583,000"
삼성전자,2007.04.17,"593,000"
삼성전자,2007.04.16,"593,000"
삼성전자,2007.04.13,"601,000"
삼성전자,2007.04.12,"604,000"
삼성전자,2007.04.11,"599,000"
삼성전자,2007.04.10,"578,000"
삼성전자,2007.04.09,"584,000"
삼성전자,2007.04.06,"587,000"
삼성전자,2007.04.05,"593,000"
삼성전자,2007.04.04,"595,000"
삼성전자,2007.04.03,"574,000"
삼성전자,2007.04.02,"566,000"
삼성전자,2007.03.30,"563,000"
삼성전자,2007.03.29,"569,000"
삼성전자,2007.03.28,"572,000"
삼성전자,2007.03.27,"580,000"
삼성전자,2007.03.26,"584,000"
삼성전자,2007.03.23,"580,000"
삼성전자,2007.03.22,"582,000"
삼성전자,2007.03.21,"579,000"
삼성전자,2007.03.20,"579,000"
삼성전자,2007.03.19,"587,000"
삼성전자,2007.03.16,"589,000"
삼성전자,2007.03.15,"586,000"
삼성전자,2007.03.14,"584,000"
삼성전자,2007.03.13,"600,000"
삼성전자,2007.03.12,"602,000"
삼성전자,2007.03.09,"586,000"
삼성전자,2007.03.08,"574,000"
삼성전자,2007.03.07,"570,000"
삼성전자,2007.03.06,"569,000"
삼성전자,2007.03.05,"563,000"
삼성전자,2007.03.02,"566,000"
삼성전자,2007.02.28,"567,000"
삼성전자,2007.02.27,"581,000"
삼성전자,2007.02.26,"583,000"
삼성전자,2007.02.23,"593,000"
삼성전자,2007.02.22,"602,000"
삼성전자,2007.02.21,"606,000"
삼성전자,2007.02.20,"600,000"
삼성전자,2007.02.16,"590,000"
삼성전자,2007.02.15,"574,000"
삼성전자,2007.02.14,"567,000"
삼성전자,2007.02.13,"562,000"
삼성전자,2007.02.12,"572,000"
삼성전자,2007.02.09,"585,000"
삼성전자,2007.02.08,"581,000"
삼성전자,2007.02.07,"586,000"
삼성전자,2007.02.06,"587,000"
삼성전자,2007.02.05,"586,000"
삼성전자,2007.02.02,"587,000"
삼성전자,2007.02.01,"580,000"
삼성전자,2007.01.31,"579,000"
삼성전자,2007.01.30,"583,000"
삼성전자,2007.01.29,"578,000"
삼성전자,2007.01.26,"587,000"
삼성전자,2007.01.25,"603,000"
삼성전자,2007.01.24,"601,000"
삼성전자,2007.01.23,"596,000"
삼성전자,2007.01.22,"591,000"
삼성전자,2007.01.19,"585,000"
삼성전자,2007.01.18,"595,000"
삼성전자,2007.01.17,"602,000"
삼성전자,2007.01.16,"613,000"
삼성전자,2007.01.15,"612,000"
삼성전자,2007.01.12,"603,000"
삼성전자,2007.01.11,"582,000"
삼성전자,2007.01.10,"578,000"
삼성전자,2007.01.09,"586,000"
삼성전자,2007.01.08,"582,000"
삼성전자,2007.01.05,"595,000"
삼성전자,2007.01.04,"607,000"
삼성전자,2007.01.03,"611,000"
삼성전자,2007.01.02,"625,000"
삼성전자,2006.12.28,"613,000"
삼성전자,2006.12.27,"612,000"
삼성전자,2006.12.26,"606,000"
삼성전자,2006.12.22,"610,000"
삼성전자,2006.12.21,"615,000"
삼성전자,2006.12.20,"616,000"
삼성전자,2006.12.19,"610,000"
삼성전자,2006.12.18,"610,000"
삼성전자,2006.12.15,"608,000"
삼성전자,2006.12.14,"614,000"
삼성전자,2006.12.13,"602,000"
삼성전자,2006.12.12,"600,000"
삼성전자,2006.12.11,"604,000"
삼성전자,2006.12.08,"611,000"
삼성전자,2006.12.07,"626,000"
삼성전자,2006.12.06,"635,000"
삼성전자,2006.12.05,"638,000"
삼성전자,2006.12.04,"641,000"
삼성전자,2006.12.01,"640,000"
삼성전자,2006.11.30,"638,000"
삼성전자,2006.11.29,"629,000"
삼성전자,2006.11.28,"630,000"
삼성전자,2006.11.27,"642,000"
삼성전자,2006.11.24,"652,000"
삼성전자,2006.11.23,"654,000"
삼성전자,2006.11.22,"660,000"
삼성전자,2006.11.21,"650,000"
삼성전자,2006.11.20,"652,000"
삼성전자,2006.11.17,"654,000"
삼성전자,2006.11.16,"657,000"
삼성전자,2006.11.15,"662,000"
삼성전자,2006.11.14,"647,000"
삼성전자,2006.11.13,"639,000"
삼성전자,2006.11.10,"629,000"
삼성전자,2006.11.09,"631,000"
삼성전자,2006.11.08,"615,000"
삼성전자,2006.11.07,"609,000"
삼성전자,2006.11.06,"605,000"
삼성전자,2006.11.03,"611,000"
삼성전자,2006.11.02,"614,000"
삼성전자,2006.11.01,"615,000"
삼성전자,2006.10.31,"611,000"
삼성전자,2006.10.30,"609,000"
삼성전자,2006.10.27,"620,000"
삼성전자,2006.10.26,"629,000"
삼성전자,2006.10.25,"625,000"
삼성전자,2006.10.24,"626,000"
삼성전자,2006.10.23,"625,000"
삼성전자,2006.10.20,"631,000"
삼성전자,2006.10.19,"636,000"
삼성전자,2006.10.18,"642,000"
삼성전자,2006.10.17,"647,000"
삼성전자,2006.10.16,"650,000"
삼성전자,2006.10.13,"644,000"
삼성전자,2006.10.12,"636,000"
삼성전자,2006.10.11,"640,000"
삼성전자,2006.10.10,"640,000"
삼성전자,2006.10.09,"642,000"
삼성전자,2006.10.04,"648,000"
삼성전자,2006.10.02,"665,000"
삼성전자,2006.09.29,"664,000"
삼성전자,2006.09.28,"668,000"
삼성전자,2006.09.27,"659,000"
삼성전자,2006.09.26,"651,000"
삼성전자,2006.09.25,"650,000"
삼성전자,2006.09.22,"654,000"
삼성전자,2006.09.21,"665,000"
삼성전자,2006.09.20,"667,000"
삼성전자,2006.09.19,"672,000"
삼성전자,2006.09.18,"673,000"
삼성전자,2006.09.15,"656,000"
삼성전자,2006.09.14,"655,000"
삼성전자,2006.09.13,"642,000"
삼성전자,2006.09.12,"632,000"
삼성전자,2006.09.11,"633,000"
삼성전자,2006.09.08,"647,000"
삼성전자,2006.09.07,"649,000"
삼성전자,2006.09.06,"654,000"
삼성전자,2006.09.05,"657,000"
삼성전자,2006.09.04,"656,000"
삼성전자,2006.09.01,"653,000"
삼성전자,2006.08.31,"650,000"
삼성전자,2006.08.30,"652,000"
삼성전자,2006.08.29,"660,000"
삼성전자,2006.08.28,"643,000"
삼성전자,2006.08.25,"646,000"
삼성전자,2006.08.24,"637,000"
삼성전자,2006.08.23,"646,000"
삼성전자,2006.08.22,"658,000"
삼성전자,2006.08.21,"657,000"
삼성전자,2006.08.18,"658,000"
삼성전자,2006.08.17,"644,000"
삼성전자,2006.08.16,"618,000"
삼성전자,2006.08.14,"605,000"
삼성전자,2006.08.11,"607,000"
삼성전자,2006.08.10,"614,000"
삼성전자,2006.08.09,"616,000"
삼성전자,2006.08.08,"615,000"
삼성전자,2006.08.07,"606,000"
삼성전자,2006.08.04,"615,000"
삼성전자,2006.08.03,"610,000"
삼성전자,2006.08.02,"609,000"
삼성전자,2006.08.01,"605,000"
삼성전자,2006.07.31,"608,000"
삼성전자,2006.07.28,"600,000"
삼성전자,2006.07.27,"604,000"
삼성전자,2006.07.26,"599,000"
삼성전자,2006.07.25,"598,000"
삼성전자,2006.07.24,"588,000"
삼성전자,2006.07.21,"597,000"
삼성전자,2006.07.20,"598,000"
삼성전자,2006.07.19,"580,000"
삼성전자,2006.07.18,"582,000"
삼성전자,2006.07.14,"584,000"
삼성전자,2006.07.13,"600,000"
삼성전자,2006.07.12,"608,000"
삼성전자,2006.07.11,"608,000"
삼성전자,2006.07.10,"606,000"
삼성전자,2006.07.07,"601,000"
삼성전자,2006.07.06,"598,000"
삼성전자,2006.07.05,"603,000"
삼성전자,2006.07.04,"601,000"
삼성전자,2006.07.03,"605,000"
삼성전자,2006.06.30,"603,000"
삼성전자,2006.06.29,"590,000"
삼성전자,2006.06.28,"580,000"
삼성전자,2006.06.27,"583,000"
삼성전자,2006.06.26,"582,000"
삼성전자,2006.06.23,"568,000"
삼성전자,2006.06.22,"565,000"
삼성전자,2006.06.21,"556,000"
삼성전자,2006.06.20,"556,000"
삼성전자,2006.06.19,"564,000"
삼성전자,2006.06.16,"571,000"
삼성전자,2006.06.15,"553,000"
삼성전자,2006.06.14,"553,000"
삼성전자,2006.06.13,"549,000"
삼성전자,2006.06.12,"572,000"
삼성전자,2006.06.09,"575,000"
삼성전자,2006.06.08,"575,000"
삼성전자,2006.06.07,"599,000"
삼성전자,2006.06.05,"613,000"
삼성전자,2006.06.02,"614,000"
삼성전자,2006.06.01,"606,000"
삼성전자,2006.05.30,"612,000"
삼성전자,2006.05.29,"622,000"
삼성전자,2006.05.26,"620,000"
삼성전자,2006.05.25,"616,000"
삼성전자,2006.05.24,"629,000"
삼성전자,2006.05.23,"630,000"
삼성전자,2006.05.22,"624,000"
삼성전자,2006.05.19,"638,000"
삼성전자,2006.05.18,"641,000"
삼성전자,2006.05.17,"653,000"
삼성전자,2006.05.16,"641,000"
삼성전자,2006.05.15,"650,000"
삼성전자,2006.05.12,"655,000"
삼성전자,2006.05.11,"663,000"
삼성전자,2006.05.10,"657,000"
삼성전자,2006.05.09,"661,000"
삼성전자,2006.05.08,"655,000"
삼성전자,2006.05.04,"645,000"
삼성전자,2006.05.03,"639,000"
삼성전자,2006.05.02,"649,000"
삼성전자,2006.04.28,"644,000"
삼성전자,2006.04.27,"664,000"
삼성전자,2006.04.26,"668,000"
삼성전자,2006.04.25,"660,000"
삼성전자,2006.04.24,"673,000"
삼성전자,2006.04.21,"690,000"
삼성전자,2006.04.20,"663,000"
삼성전자,2006.04.19,"665,000"
삼성전자,2006.04.18,"655,000"
삼성전자,2006.04.17,"648,000"
삼성전자,2006.04.14,"655,000"
삼성전자,2006.04.13,"638,000"
삼성전자,2006.04.12,"630,000"
삼성전자,2006.04.11,"636,000"
삼성전자,2006.04.10,"642,000"
삼성전자,2006.04.07,"654,000"
삼성전자,2006.04.06,"657,000"
삼성전자,2006.04.05,"648,000"
삼성전자,2006.04.04,"653,000"
삼성전자,2006.04.03,"646,000"
삼성전자,2006.03.31,"630,000"
삼성전자,2006.03.30,"623,000"
삼성전자,2006.03.29,"626,000"
삼성전자,2006.03.28,"628,000"
삼성전자,2006.03.27,"624,000"
삼성전자,2006.03.24,"609,000"
삼성전자,2006.03.23,"608,000"
삼성전자,2006.03.22,"614,000"
삼성전자,2006.03.21,"635,000"
삼성전자,2006.03.20,"638,000"
삼성전자,2006.03.17,"637,000"
삼성전자,2006.03.16,"632,000"
삼성전자,2006.03.15,"629,000"
삼성전자,2006.03.14,"624,000"
삼성전자,2006.03.13,"632,000"
삼성전자,2006.03.10,"620,000"
삼성전자,2006.03.09,"615,000"
삼성전자,2006.03.08,"623,000"
삼성전자,2006.03.07,"629,000"
삼성전자,2006.03.06,"658,000"
삼성전자,2006.03.03,"652,000"
삼성전자,2006.03.02,"686,000"
삼성전자,2006.02.28,"687,000"
삼성전자,2006.02.27,"691,000"
삼성전자,2006.02.24,"681,000"
삼성전자,2006.02.23,"681,000"
삼성전자,2006.02.22,"670,000"
삼성전자,2006.02.21,"672,000"
삼성전자,2006.02.20,"683,000"
삼성전자,2006.02.17,"673,000"
삼성전자,2006.02.16,"656,000"
삼성전자,2006.02.15,"654,000"
삼성전자,2006.02.14,"673,000"
삼성전자,2006.02.13,"678,000"
삼성전자,2006.02.10,"687,000"
삼성전자,2006.02.09,"691,000"
삼성전자,2006.02.08,"690,000"
삼성전자,2006.02.07,"706,000"
삼성전자,2006.02.06,"706,000"
삼성전자,2006.02.03,"704,000"
삼성전자,2006.02.02,"725,000"
삼성전자,2006.02.01,"730,000"
삼성전자,2006.01.31,"740,000"
삼성전자,2006.01.27,"720,000"
삼성전자,2006.01.26,"716,000"
삼성전자,2006.01.25,"714,000"
삼성전자,2006.01.24,"698,000"
삼성전자,2006.01.23,"685,000"
삼성전자,2006.01.20,"687,000"
삼성전자,2006.01.19,"689,000"
삼성전자,2006.01.18,"680,000"
삼성전자,2006.01.17,"697,000"
삼성전자,2006.01.16,"706,000"
삼성전자,2006.01.13,"694,000"
삼성전자,2006.01.12,"684,000"
삼성전자,2006.01.11,"683,000"
삼성전자,2006.01.10,"698,000"
삼성전자,2006.01.09,"688,000"
삼성전자,2006.01.06,"687,000"
삼성전자,2006.01.05,"679,000"
삼성전자,2006.01.04,"699,000"
삼성전자,2006.01.03,"665,000"
삼성전자,2006.01.02,"659,000"
삼성전자,2005.12.29,"659,000"
삼성전자,2005.12.28,"661,000"
삼성전자,2005.12.27,"662,000"
삼성전자,2005.12.26,"654,000"
삼성전자,2005.12.23,"645,000"
삼성전자,2005.12.22,"634,000"
삼성전자,2005.12.21,"628,000"
삼성전자,2005.12.20,"612,000"
삼성전자,2005.12.19,"608,000"
삼성전자,2005.12.16,"602,000"
삼성전자,2005.12.15,"609,000"
삼성전자,2005.12.14,"609,000"
삼성전자,2005.12.13,"618,000"
삼성전자,2005.12.12,"618,000"
삼성전자,2005.12.09,"622,000"
삼성전자,2005.12.08,"633,000"
삼성전자,2005.12.07,"641,000"
삼성전자,2005.12.06,"630,000"
삼성전자,2005.12.05,"622,000"
삼성전자,2005.12.02,"617,000"
삼성전자,2005.12.01,"606,000"
삼성전자,2005.11.30,"598,000"
삼성전자,2005.11.29,"594,000"
삼성전자,2005.11.28,"601,000"
삼성전자,2005.11.25,"600,000"
삼성전자,2005.11.24,"608,000"
삼성전자,2005.11.23,"607,000"
삼성전자,2005.11.22,"590,000"
삼성전자,2005.11.21,"621,000"
삼성전자,2005.11.18,"627,000"
삼성전자,2005.11.17,"624,000"
삼성전자,2005.11.16,"630,000"
삼성전자,2005.11.15,"621,000"
삼성전자,2005.11.14,"626,000"
삼성전자,2005.11.11,"618,000"
삼성전자,2005.11.10,"605,000"
삼성전자,2005.11.09,"601,000"
삼성전자,2005.11.08,"603,000"
삼성전자,2005.11.07,"600,000"
삼성전자,2005.11.04,"599,000"
삼성전자,2005.11.03,"587,000"
삼성전자,2005.11.02,"575,000"
삼성전자,2005.11.01,"564,000"
삼성전자,2005.10.31,"552,000"
삼성전자,2005.10.28,"546,000"
삼성전자,2005.10.27,"558,000"
삼성전자,2005.10.26,"563,000"
삼성전자,2005.10.25,"565,000"
삼성전자,2005.10.24,"567,000"
삼성전자,2005.10.21,"564,000"
삼성전자,2005.10.20,"556,000"
삼성전자,2005.10.19,"550,000"
삼성전자,2005.10.18,"565,000"
삼성전자,2005.10.17,"563,000"
삼성전자,2005.10.14,"562,000"
삼성전자,2005.10.13,"562,000"
삼성전자,2005.10.12,"578,000"
삼성전자,2005.10.11,"599,000"
삼성전자,2005.10.10,"593,000"
삼성전자,2005.10.07,"581,000"
삼성전자,2005.10.06,"586,000"
삼성전자,2005.10.05,"601,000"
삼성전자,2005.10.04,"602,000"
삼성전자,2005.09.30,"588,000"
삼성전자,2005.09.29,"590,000"
삼성전자,2005.09.28,"598,000"
삼성전자,2005.09.27,"593,000"
삼성전자,2005.09.26,"597,000"
삼성전자,2005.09.23,"585,000"
삼성전자,2005.09.22,"600,000"
삼성전자,2005.09.21,"601,000"
삼성전자,2005.09.20,"593,000"
삼성전자,2005.09.16,"593,000"
삼성전자,2005.09.15,"607,000"
삼성전자,2005.09.14,"613,000"
삼성전자,2005.09.13,"606,000"
삼성전자,2005.09.12,"589,000"
삼성전자,2005.09.09,"589,000"
삼성전자,2005.09.08,"587,000"
삼성전자,2005.09.07,"579,000"
삼성전자,2005.09.06,"569,000"
삼성전자,2005.09.05,"561,000"
삼성전자,2005.09.02,"554,000"
삼성전자,2005.09.01,"549,000"
삼성전자,2005.08.31,"544,000"
삼성전자,2005.08.30,"541,000"
삼성전자,2005.08.29,"540,000"
삼성전자,2005.08.26,"549,000"
삼성전자,2005.08.25,"552,000"
삼성전자,2005.08.24,"556,000"
삼성전자,2005.08.23,"562,000"
삼성전자,2005.08.22,"563,000"
삼성전자,2005.08.19,"553,000"
삼성전자,2005.08.18,"555,000"
삼성전자,2005.08.17,"572,000"
삼성전자,2005.08.16,"572,000"
삼성전자,2005.08.12,"578,000"
삼성전자,2005.08.11,"567,000"
삼성전자,2005.08.10,"555,000"
삼성전자,2005.08.09,"550,000"
삼성전자,2005.08.08,"551,000"
삼성전자,2005.08.05,"553,000"
삼성전자,2005.08.04,"566,000"
삼성전자,2005.08.03,"568,000"
삼성전자,2005.08.02,"568,000"
삼성전자,2005.08.01,"569,000"
삼성전자,2005.07.29,"565,000"
삼성전자,2005.07.28,"560,000"
삼성전자,2005.07.27,"551,000"
삼성전자,2005.07.26,"551,000"
삼성전자,2005.07.25,"555,000"
삼성전자,2005.07.22,"552,000"
삼성전자,2005.07.21,"563,000"
삼성전자,2005.07.20,"558,000"
삼성전자,2005.07.19,"561,000"
삼성전자,2005.07.18,"549,000"
삼성전자,2005.07.15,"542,000"
삼성전자,2005.07.14,"547,000"
삼성전자,2005.07.13,"547,000"
삼성전자,2005.07.12,"541,000"
삼성전자,2005.07.11,"533,000"
삼성전자,2005.07.08,"516,000"
삼성전자,2005.07.07,"516,000"
삼성전자,2005.07.06,"504,000"
삼성전자,2005.07.05,"502,000"
삼성전자,2005.07.04,"503,000"
삼성전자,2005.07.01,"501,000"
삼성전자,2005.06.30,"494,000"
삼성전자,2005.06.29,"490,000"
삼성전자,2005.06.28,"489,500"
삼성전자,2005.06.27,"488,500"
삼성전자,2005.06.24,"491,000"
삼성전자,2005.06.23,"498,000"
삼성전자,2005.06.22,"493,000"
삼성전자,2005.06.21,"488,000"
삼성전자,2005.06.20,"490,500"
삼성전자,2005.06.17,"493,500"
삼성전자,2005.06.16,"498,500"
삼성전자,2005.06.15,"500,000"
삼성전자,2005.06.14,"496,500"
삼성전자,2005.06.13,"498,000"
삼성전자,2005.06.10,"491,500"
삼성전자,2005.06.09,"480,000"
삼성전자,2005.06.08,"477,500"
삼성전자,2005.06.07,"480,500"
삼성전자,2005.06.03,"488,000"
삼성전자,2005.06.02,"487,500"
삼성전자,2005.06.01,"489,000"
삼성전자,2005.05.31,"489,000"
삼성전자,2005.05.30,"493,500"
삼성전자,2005.05.27,"490,000"
삼성전자,2005.05.26,"482,000"
삼성전자,2005.05.25,"484,500"
삼성전자,2005.05.24,"495,000"
삼성전자,2005.05.23,"498,000"
삼성전자,2005.05.20,"498,500"
삼성전자,2005.05.19,"498,500"
삼성전자,2005.05.18,"489,500"
삼성전자,2005.05.17,"489,500"
삼성전자,2005.05.16,"488,000"
삼성전자,2005.05.13,"481,500"
삼성전자,2005.05.12,"475,000"
삼성전자,2005.05.11,"472,000"
삼성전자,2005.05.10,"477,000"
삼성전자,2005.05.09,"475,000"
삼성전자,2005.05.06,"474,000"
삼성전자,2005.05.04,"464,500"
삼성전자,2005.05.03,"455,000"
삼성전자,2005.05.02,"455,500"
삼성전자,2005.04.29,"452,000"
삼성전자,2005.04.28,"460,000"
삼성전자,2005.04.27,"464,000"
삼성전자,2005.04.26,"471,000"
삼성전자,2005.04.25,"474,500"
삼성전자,2005.04.22,"467,000"
삼성전자,2005.04.21,"466,000"
삼성전자,2005.04.20,"470,000"
삼성전자,2005.04.19,"474,000"
삼성전자,2005.04.18,"476,000"
삼성전자,2005.04.15,"491,500"
삼성전자,2005.04.14,"502,000"
삼성전자,2005.04.13,"518,000"
삼성전자,2005.04.12,"520,000"
삼성전자,2005.04.11,"517,000"
삼성전자,2005.04.08,"522,000"
삼성전자,2005.04.07,"518,000"
삼성전자,2005.04.06,"518,000"
삼성전자,2005.04.04,"517,000"
삼성전자,2005.04.01,"512,000"
삼성전자,2005.03.31,"502,000"
삼성전자,2005.03.30,"498,000"
삼성전자,2005.03.29,"502,000"
삼성전자,2005.03.28,"510,000"
삼성전자,2005.03.25,"505,000"
삼성전자,2005.03.24,"503,000"
삼성전자,2005.03.23,"498,500"
삼성전자,2005.03.22,"496,000"
삼성전자,2005.03.21,"492,000"
삼성전자,2005.03.18,"495,000"
삼성전자,2005.03.17,"496,000"
삼성전자,2005.03.16,"503,000"
삼성전자,2005.03.15,"502,000"
삼성전자,2005.03.14,"510,000"
삼성전자,2005.03.11,"519,000"
삼성전자,2005.03.10,"499,500"
삼성전자,2005.03.09,"500,000"
삼성전자,2005.03.08,"502,000"
삼성전자,2005.03.07,"507,000"
삼성전자,2005.03.04,"510,000"
삼성전자,2005.03.03,"519,000"
삼성전자,2005.03.02,"517,000"
삼성전자,2005.02.28,"527,000"
삼성전자,2005.02.25,"522,000"
삼성전자,2005.02.24,"519,000"
삼성전자,2005.02.23,"511,000"
삼성전자,2005.02.22,"522,000"
삼성전자,2005.02.21,"528,000"
삼성전자,2005.02.18,"527,000"
삼성전자,2005.02.17,"517,000"
삼성전자,2005.02.16,"520,000"
삼성전자,2005.02.15,"519,000"
삼성전자,2005.02.14,"517,000"
삼성전자,2005.02.11,"506,000"
삼성전자,2005.02.07,"510,000"
삼성전자,2005.02.04,"495,500"
삼성전자,2005.02.03,"496,000"
삼성전자,2005.02.02,"490,500"
삼성전자,2005.02.01,"491,500"
삼성전자,2005.01.31,"495,000"
삼성전자,2005.01.28,"489,000"
삼성전자,2005.01.27,"492,000"
삼성전자,2005.01.26,"490,500"
삼성전자,2005.01.25,"483,500"
삼성전자,2005.01.24,"488,000"
삼성전자,2005.01.21,"486,000"
삼성전자,2005.01.20,"480,000"
삼성전자,2005.01.19,"480,000"
삼성전자,2005.01.18,"486,000"
삼성전자,2005.01.17,"492,500"
삼성전자,2005.01.14,"471,500"
삼성전자,2005.01.13,"444,000"
삼성전자,2005.01.12,"442,000"
삼성전자,2005.01.11,"442,000"
삼성전자,2005.01.10,"438,000"
삼성전자,2005.01.07,"440,500"
삼성전자,2005.01.06,"435,000"
삼성전자,2005.01.05,"443,000"
삼성전자,2005.01.04,"447,000"
삼성전자,2005.01.03,"451,000"
삼성전자,2004.12.30,"450,500"
삼성전자,2004.12.29,"444,500"
삼성전자,2004.12.28,"436,000"
삼성전자,2004.12.27,"437,500"
삼성전자,2004.12.24,"433,000"
삼성전자,2004.12.23,"434,500"
삼성전자,2004.12.22,"442,500"
삼성전자,2004.12.21,"446,000"
삼성전자,2004.12.20,"445,000"
삼성전자,2004.12.17,"444,000"
삼성전자,2004.12.16,"440,000"
삼성전자,2004.12.15,"428,500"
삼성전자,2004.12.14,"412,500"
삼성전자,2004.12.13,"402,000"
삼성전자,2004.12.10,"406,000"
삼성전자,2004.12.09,"413,000"
삼성전자,2004.12.08,"419,500"
삼성전자,2004.12.07,"411,000"
삼성전자,2004.12.06,"418,000"
삼성전자,2004.12.03,"426,000"
삼성전자,2004.12.02,"428,500"
삼성전자,2004.12.01,"429,000"
삼성전자,2004.11.30,"434,500"
삼성전자,2004.11.29,"426,000"
삼성전자,2004.11.26,"433,000"
삼성전자,2004.11.25,"441,000"
삼성전자,2004.11.24,"439,500"
삼성전자,2004.11.23,"441,000"
삼성전자,2004.11.22,"440,000"
삼성전자,2004.11.19,"454,000"
삼성전자,2004.11.18,"463,500"
삼성전자,2004.11.17,"461,500"
삼성전자,2004.11.16,"455,500"
삼성전자,2004.11.15,"456,500"
삼성전자,2004.11.12,"448,500"
삼성전자,2004.11.11,"437,000"
삼성전자,2004.11.10,"439,000"
삼성전자,2004.11.09,"431,000"
삼성전자,2004.11.08,"440,000"
삼성전자,2004.11.05,"452,500"
삼성전자,2004.11.04,"448,000"
삼성전자,2004.11.03,"455,000"
삼성전자,2004.11.02,"440,000"
삼성전자,2004.11.01,"439,500"
삼성전자,2004.10.29,"439,500"
삼성전자,2004.10.28,"439,500"
삼성전자,2004.10.27,"429,000"
삼성전자,2004.10.26,"430,000"
삼성전자,2004.10.25,"428,000"
삼성전자,2004.10.22,"437,500"
삼성전자,2004.10.21,"429,000"
삼성전자,2004.10.20,"428,500"
삼성전자,2004.10.19,"438,500"
삼성전자,2004.10.18,"432,500"
삼성전자,2004.10.15,"437,000"
삼성전자,2004.10.14,"444,000"
삼성전자,2004.10.13,"449,000"
삼성전자,2004.10.12,"446,000"
삼성전자,2004.10.11,"466,500"
삼성전자,2004.10.08,"476,500"
삼성전자,2004.10.07,"488,000"
삼성전자,2004.10.06,"494,500"
삼성전자,2004.10.05,"488,000"
삼성전자,2004.10.04,"490,000"
삼성전자,2004.10.01,"461,000"
삼성전자,2004.09.30,"458,000"
삼성전자,2004.09.24,"459,000"
삼성전자,2004.09.23,"460,000"
삼성전자,2004.09.22,"462,500"
삼성전자,2004.09.21,"474,000"
삼성전자,2004.09.20,"469,000"
삼성전자,2004.09.17,"469,500"
삼성전자,2004.09.16,"480,000"
삼성전자,2004.09.15,"478,000"
삼성전자,2004.09.14,"483,500"
삼성전자,2004.09.13,"475,000"
삼성전자,2004.09.10,"457,500"
삼성전자,2004.09.09,"439,000"
삼성전자,2004.09.08,"433,500"
삼성전자,2004.09.07,"434,000"
삼성전자,2004.09.06,"433,500"
삼성전자,2004.09.03,"436,500"
삼성전자,2004.09.02,"452,000"
삼성전자,2004.09.01,"453,000"
삼성전자,2004.08.31,"451,000"
삼성전자,2004.08.30,"458,000"
삼성전자,2004.08.27,"458,500"
삼성전자,2004.08.26,"456,000"
삼성전자,2004.08.25,"451,000"
삼성전자,2004.08.24,"445,000"
삼성전자,2004.08.23,"438,000"
삼성전자,2004.08.20,"434,000"
삼성전자,2004.08.19,"441,500"
삼성전자,2004.08.18,"430,000"
삼성전자,2004.08.17,"425,500"
삼성전자,2004.08.16,"430,000"
삼성전자,2004.08.13,"438,000"
삼성전자,2004.08.12,"431,000"
삼성전자,2004.08.11,"425,500"
삼성전자,2004.08.10,"424,000"
삼성전자,2004.08.09,"419,000"
삼성전자,2004.08.06,"419,500"
삼성전자,2004.08.05,"423,000"
삼성전자,2004.08.04,"413,000"
삼성전자,2004.08.03,"413,000"
삼성전자,2004.08.02,"408,000"
삼성전자,2004.07.30,"417,000"
삼성전자,2004.07.29,"411,000"
삼성전자,2004.07.28,"423,000"
삼성전자,2004.07.27,"420,000"
삼성전자,2004.07.26,"418,000"
삼성전자,2004.07.23,"418,000"
삼성전자,2004.07.22,"417,500"
삼성전자,2004.07.21,"429,500"
삼성전자,2004.07.20,"417,000"
삼성전자,2004.07.19,"426,500"
삼성전자,2004.07.16,"423,000"
삼성전자,2004.07.15,"408,500"
삼성전자,2004.07.14,"418,000"
삼성전자,2004.07.13,"433,500"
삼성전자,2004.07.12,"423,000"
삼성전자,2004.07.09,"424,000"
삼성전자,2004.07.08,"420,000"
삼성전자,2004.07.07,"437,000"
삼성전자,2004.07.06,"441,000"
삼성전자,2004.07.05,"443,000"
삼성전자,2004.07.02,"444,000"
삼성전자,2004.07.01,"465,000"
삼성전자,2004.06.30,"477,000"
삼성전자,2004.06.29,"471,000"
삼성전자,2004.06.28,"468,000"
삼성전자,2004.06.25,"482,000"
삼성전자,2004.06.24,"469,500"
삼성전자,2004.06.23,"449,000"
삼성전자,2004.06.22,"444,000"
삼성전자,2004.06.21,"446,000"
삼성전자,2004.06.18,"435,500"
삼성전자,2004.06.17,"442,000"
삼성전자,2004.06.16,"436,000"
삼성전자,2004.06.15,"438,500"
삼성전자,2004.06.14,"428,500"
삼성전자,2004.06.11,"436,500"
삼성전자,2004.06.10,"468,000"
삼성전자,2004.06.09,"483,000"
삼성전자,2004.06.08,"498,000"
삼성전자,2004.06.07,"496,000"
삼성전자,2004.06.04,"481,000"
삼성전자,2004.06.03,"473,500"
삼성전자,2004.06.02,"502,000"
삼성전자,2004.06.01,"515,000"
삼성전자,2004.05.31,"506,000"
삼성전자,2004.05.28,"520,000"
삼성전자,2004.05.27,"506,000"
삼성전자,2004.05.25,"492,000"
삼성전자,2004.05.24,"511,000"
삼성전자,2004.05.21,"502,000"
삼성전자,2004.05.20,"494,500"
삼성전자,2004.05.19,"500,000"
삼성전자,2004.05.18,"473,500"
삼성전자,2004.05.17,"458,000"
삼성전자,2004.05.14,"491,500"
삼성전자,2004.05.13,"507,000"
