company,date,closing_price
카카오,2012.05.16,"114,500"
카카오,2012.05.15,"112,900"
카카오,2012.05.14,"113,200"
카카오,2012.05.11,"110,700"
카카오,2012.05.10,"110,700"
카카오,2012.05.09,"102,700"
카카오,2012.05.08,"103,600"
카카오,2012.05.07,"107,600"
카카오,2012.05.04,"105,900"
카카오,2012.05.03,"101,000"
카카오,2012.05.02,"104,100"
카카오,2012.04.30,"106,000"
카카오,2012.04.27,"109,500"
카카오,2012.04.26,"116,700"
카카오,2012.04.25,"120,400"
카카오,2012.04.24,"121,000"
카카오,2012.04.23,"120,700"
카카오,2012.04.20,"121,000"
카카오,2012.04.19,"124,200"
카카오,2012.04.18,"122,600"
카카오,2012.04.17,"122,600"
카카오,2012.04.16,"119,400"
카카오,2012.04.13,"118,600"
카카오,2012.04.12,"112,000"
카카오,2012.04.10,"111,600"
카카오,2012.04.09,"116,000"
카카오,2012.04.06,"120,000"
카카오,2012.04.05,"118,600"
카카오,2012.04.04,"113,500"
카카오,2012.04.03,"115,600"
카카오,2012.04.02,"118,900"
카카오,2012.03.30,"119,100"
카카오,2012.03.29,"120,500"
카카오,2012.03.28,"121,500"
카카오,2012.03.27,"122,500"
카카오,2012.03.26,"123,000"
카카오,2012.03.23,"121,500"
카카오,2012.03.22,"121,500"
카카오,2012.03.21,"121,800"
카카오,2012.03.20,"115,500"
카카오,2012.03.19,"117,900"
카카오,2012.03.16,"119,600"
카카오,2012.03.15,"120,300"
카카오,2012.03.14,"118,500"
카카오,2012.03.13,"114,300"
카카오,2012.03.12,"115,000"
카카오,2012.03.09,"114,600"
카카오,2012.03.08,"113,800"
카카오,2012.03.07,"111,900"
카카오,2012.03.06,"111,100"
카카오,2012.03.05,"111,500"
카카오,2012.03.02,"112,500"
카카오,2012.02.29,"112,700"
카카오,2012.02.28,"114,000"
카카오,2012.02.27,"116,800"
카카오,2012.02.24,"118,000"
카카오,2012.02.23,"115,400"
카카오,2012.02.22,"114,500"
카카오,2012.02.21,"113,400"
카카오,2012.02.20,"110,900"
카카오,2012.02.17,"113,200"
카카오,2012.02.16,"115,000"
카카오,2012.02.15,"115,300"
카카오,2012.02.14,"120,300"
카카오,2012.02.13,"120,200"
카카오,2012.02.10,"117,500"
카카오,2012.02.09,"114,800"
카카오,2012.02.08,"117,800"
카카오,2012.02.07,"116,800"
카카오,2012.02.06,"114,500"
카카오,2012.02.03,"122,300"
카카오,2012.02.02,"124,100"
카카오,2012.02.01,"129,200"
카카오,2012.01.31,"131,900"
카카오,2012.01.30,"131,200"
카카오,2012.01.27,"129,000"
카카오,2012.01.26,"127,500"
카카오,2012.01.25,"125,700"
카카오,2012.01.20,"127,900"
카카오,2012.01.19,"131,000"
카카오,2012.01.18,"131,000"
카카오,2012.01.17,"132,500"
카카오,2012.01.16,"129,200"
카카오,2012.01.13,"125,300"
카카오,2012.01.12,"129,500"
카카오,2012.01.11,"132,000"
카카오,2012.01.10,"131,400"
카카오,2012.01.09,"125,200"
카카오,2012.01.06,"122,000"
카카오,2012.01.05,"125,600"
카카오,2012.01.04,"124,500"
카카오,2012.01.03,"127,100"
카카오,2012.01.02,"123,700"
카카오,2011.12.29,"120,000"
카카오,2011.12.28,"121,600"
카카오,2011.12.27,"123,600"
카카오,2011.12.26,"126,000"
카카오,2011.12.23,"127,800"
카카오,2011.12.22,"128,300"
카카오,2011.12.21,"128,700"
카카오,2011.12.20,"128,200"
카카오,2011.12.19,"132,500"
카카오,2011.12.16,"136,700"
카카오,2011.12.15,"132,800"
카카오,2011.12.14,"134,800"
카카오,2011.12.13,"134,100"
카카오,2011.12.12,"138,000"
카카오,2011.12.09,"133,200"
카카오,2011.12.08,"135,200"
카카오,2011.12.07,"136,600"
카카오,2011.12.06,"138,000"
카카오,2011.12.05,"141,000"
카카오,2011.12.02,"139,500"
카카오,2011.12.01,"138,800"
카카오,2011.11.30,"146,000"
카카오,2011.11.29,"146,300"
카카오,2011.11.28,"147,000"
카카오,2011.11.25,"142,700"
카카오,2011.11.24,"143,700"
카카오,2011.11.23,"141,500"
카카오,2011.11.22,"141,700"
카카오,2011.11.21,"138,400"
카카오,2011.11.18,"139,700"
카카오,2011.11.17,"141,700"
카카오,2011.11.16,"138,200"
카카오,2011.11.15,"137,700"
카카오,2011.11.14,"141,900"
카카오,2011.11.11,"142,200"
카카오,2011.11.10,"141,300"
카카오,2011.11.09,"143,500"
카카오,2011.11.08,"134,300"
카카오,2011.11.07,"135,200"
카카오,2011.11.04,"131,900"
카카오,2011.11.03,"130,000"
카카오,2011.11.02,"133,500"
카카오,2011.11.01,"130,200"
카카오,2011.10.31,"135,900"
카카오,2011.10.28,"134,200"
카카오,2011.10.27,"139,600"
카카오,2011.10.26,"146,900"
카카오,2011.10.25,"145,900"
카카오,2011.10.24,"148,000"
카카오,2011.10.21,"148,000"
카카오,2011.10.20,"143,500"
카카오,2011.10.19,"146,200"
카카오,2011.10.18,"146,000"
카카오,2011.10.17,"139,600"
카카오,2011.10.14,"141,000"
카카오,2011.10.13,"135,000"
카카오,2011.10.12,"132,400"
카카오,2011.10.11,"127,000"
카카오,2011.10.10,"129,000"
카카오,2011.10.07,"125,400"
카카오,2011.10.06,"132,000"
카카오,2011.10.05,"125,800"
카카오,2011.10.04,"134,000"
카카오,2011.09.30,"143,400"
카카오,2011.09.29,"143,200"
카카오,2011.09.28,"139,100"
카카오,2011.09.27,"140,000"
카카오,2011.09.26,"132,700"
카카오,2011.09.23,"136,900"
카카오,2011.09.22,"143,000"
카카오,2011.09.21,"146,500"
카카오,2011.09.20,"133,500"
카카오,2011.09.19,"130,100"
카카오,2011.09.16,"132,500"
카카오,2011.09.15,"131,400"
카카오,2011.09.14,"127,700"
카카오,2011.09.09,"128,500"
카카오,2011.09.08,"136,000"
카카오,2011.09.07,"136,800"
카카오,2011.09.06,"134,000"
카카오,2011.09.05,"133,800"
카카오,2011.09.02,"134,500"
카카오,2011.09.01,"128,000"
카카오,2011.08.31,"127,000"
카카오,2011.08.30,"124,200"
카카오,2011.08.29,"119,400"
카카오,2011.08.26,"119,000"
카카오,2011.08.25,"118,900"
카카오,2011.08.24,"116,600"
카카오,2011.08.23,"120,800"
카카오,2011.08.22,"122,500"
카카오,2011.08.19,"124,800"
카카오,2011.08.18,"127,500"
카카오,2011.08.17,"123,500"
카카오,2011.08.16,"119,000"
카카오,2011.08.12,"129,400"
카카오,2011.08.11,"135,000"
카카오,2011.08.10,"128,000"
카카오,2011.08.09,"125,800"
카카오,2011.08.08,"130,800"
카카오,2011.08.05,"134,900"
카카오,2011.08.04,"137,500"
카카오,2011.08.03,"133,900"
카카오,2011.08.02,"130,000"
카카오,2011.08.01,"133,400"
카카오,2011.07.29,"132,000"
카카오,2011.07.28,"135,000"
카카오,2011.07.27,"142,000"
카카오,2011.07.26,"142,500"
카카오,2011.07.25,"138,600"
카카오,2011.07.22,"138,600"
카카오,2011.07.21,"137,000"
카카오,2011.07.20,"136,000"
카카오,2011.07.19,"131,800"
카카오,2011.07.18,"127,100"
카카오,2011.07.15,"122,500"
카카오,2011.07.14,"123,000"
카카오,2011.07.13,"126,300"
카카오,2011.07.12,"117,500"
카카오,2011.07.11,"120,400"
카카오,2011.07.08,"117,000"
카카오,2011.07.07,"112,000"
카카오,2011.07.06,"111,700"
카카오,2011.07.05,"112,000"
카카오,2011.07.04,"112,000"
카카오,2011.07.01,"110,100"
카카오,2011.06.30,"111,000"
카카오,2011.06.29,"110,500"
카카오,2011.06.28,"110,000"
카카오,2011.06.27,"110,600"
카카오,2011.06.24,"113,700"
카카오,2011.06.23,"112,500"
카카오,2011.06.22,"115,600"
카카오,2011.06.21,"113,300"
카카오,2011.06.20,"112,500"
카카오,2011.06.17,"113,800"
카카오,2011.06.16,"113,500"
카카오,2011.06.15,"112,900"
카카오,2011.06.14,"111,100"
카카오,2011.06.13,"112,800"
카카오,2011.06.10,"112,200"
카카오,2011.06.09,"113,000"
카카오,2011.06.08,"114,600"
카카오,2011.06.07,"114,600"
카카오,2011.06.03,"111,900"
카카오,2011.06.02,"109,000"
카카오,2011.06.01,"107,000"
카카오,2011.05.31,"104,800"
카카오,2011.05.30,"101,900"
카카오,2011.05.27,"101,900"
카카오,2011.05.26,"102,000"
카카오,2011.05.25,"100,500"
카카오,2011.05.24,"100,000"
카카오,2011.05.23,"101,700"
카카오,2011.05.20,"100,900"
카카오,2011.05.19,"102,000"
카카오,2011.05.18,"103,000"
카카오,2011.05.17,"104,100"
카카오,2011.05.16,"103,800"
카카오,2011.05.13,"103,300"
카카오,2011.05.12,"101,500"
카카오,2011.05.11,"102,100"
카카오,2011.05.09,"102,500"
카카오,2011.05.06,"106,000"
카카오,2011.05.04,"108,700"
카카오,2011.05.03,"108,700"
카카오,2011.05.02,"112,700"
카카오,2011.04.29,"109,800"
카카오,2011.04.28,"106,700"
카카오,2011.04.27,"105,200"
카카오,2011.04.26,"106,200"
카카오,2011.04.25,"105,000"
카카오,2011.04.22,"105,200"
카카오,2011.04.21,"109,500"
카카오,2011.04.20,"109,000"
카카오,2011.04.19,"108,700"
카카오,2011.04.18,"106,600"
카카오,2011.04.15,"108,600"
카카오,2011.04.14,"103,900"
카카오,2011.04.13,"98,800"
카카오,2011.04.12,"98,000"
카카오,2011.04.11,"98,000"
카카오,2011.04.08,"98,500"
카카오,2011.04.07,"98,900"
카카오,2011.04.06,"98,200"
카카오,2011.04.05,"99,800"
카카오,2011.04.04,"98,800"
카카오,2011.04.01,"99,300"
카카오,2011.03.31,"98,000"
카카오,2011.03.30,"99,800"
카카오,2011.03.29,"98,300"
카카오,2011.03.28,"98,800"
카카오,2011.03.25,"96,800"
카카오,2011.03.24,"97,400"
카카오,2011.03.23,"95,800"
카카오,2011.03.22,"92,000"
카카오,2011.03.21,"90,400"
카카오,2011.03.18,"91,000"
카카오,2011.03.17,"90,700"
카카오,2011.03.16,"90,200"
카카오,2011.03.15,"90,000"
카카오,2011.03.14,"91,000"
카카오,2011.03.11,"92,500"
카카오,2011.03.10,"94,900"
카카오,2011.03.09,"97,000"
카카오,2011.03.08,"95,400"
카카오,2011.03.07,"92,600"
카카오,2011.03.04,"94,600"
카카오,2011.03.03,"98,500"
카카오,2011.03.02,"95,800"
카카오,2011.02.28,"99,600"
카카오,2011.02.25,"97,800"
카카오,2011.02.24,"92,900"
카카오,2011.02.23,"89,500"
카카오,2011.02.22,"89,400"
카카오,2011.02.21,"89,500"
카카오,2011.02.18,"88,500"
카카오,2011.02.17,"87,100"
카카오,2011.02.16,"86,200"
카카오,2011.02.15,"86,400"
카카오,2011.02.14,"85,000"
카카오,2011.02.11,"83,900"
카카오,2011.02.10,"83,700"
카카오,2011.02.09,"83,400"
카카오,2011.02.08,"83,000"
카카오,2011.02.07,"82,300"
카카오,2011.02.01,"81,500"
카카오,2011.01.31,"80,600"
카카오,2011.01.28,"83,200"
카카오,2011.01.27,"83,000"
카카오,2011.01.26,"81,400"
카카오,2011.01.25,"79,000"
카카오,2011.01.24,"79,500"
카카오,2011.01.21,"78,700"
카카오,2011.01.20,"78,700"
카카오,2011.01.19,"80,100"
카카오,2011.01.18,"78,600"
카카오,2011.01.17,"80,800"
카카오,2011.01.14,"80,600"
카카오,2011.01.13,"81,200"
카카오,2011.01.12,"80,100"
카카오,2011.01.11,"81,000"
카카오,2011.01.10,"79,300"
카카오,2011.01.07,"80,100"
카카오,2011.01.06,"78,200"
카카오,2011.01.05,"78,000"
카카오,2011.01.04,"77,600"
카카오,2011.01.03,"76,800"
카카오,2010.12.30,"77,200"
카카오,2010.12.29,"76,300"
카카오,2010.12.28,"73,100"
카카오,2010.12.27,"73,600"
카카오,2010.12.24,"75,300"
카카오,2010.12.23,"76,100"
카카오,2010.12.22,"75,200"
카카오,2010.12.21,"74,900"
카카오,2010.12.20,"74,900"
카카오,2010.12.17,"77,700"
카카오,2010.12.16,"77,900"
카카오,2010.12.15,"77,700"
카카오,2010.12.14,"77,300"
카카오,2010.12.13,"76,500"
카카오,2010.12.10,"76,300"
카카오,2010.12.09,"76,300"
카카오,2010.12.08,"75,000"
카카오,2010.12.07,"75,500"
카카오,2010.12.06,"74,700"
카카오,2010.12.03,"75,700"
카카오,2010.12.02,"75,600"
카카오,2010.12.01,"76,300"
카카오,2010.11.30,"76,500"
카카오,2010.11.29,"74,800"
카카오,2010.11.26,"75,400"
카카오,2010.11.25,"79,500"
카카오,2010.11.24,"80,000"
카카오,2010.11.23,"79,700"
카카오,2010.11.22,"79,000"
카카오,2010.11.19,"78,300"
카카오,2010.11.18,"78,600"
카카오,2010.11.17,"74,400"
카카오,2010.11.16,"75,900"
카카오,2010.11.15,"77,900"
카카오,2010.11.12,"78,200"
카카오,2010.11.11,"78,300"
카카오,2010.11.10,"80,200"
카카오,2010.11.09,"80,400"
카카오,2010.11.08,"80,900"
카카오,2010.11.05,"81,200"
카카오,2010.11.04,"83,100"
카카오,2010.11.03,"82,700"
카카오,2010.11.02,"81,800"
카카오,2010.11.01,"81,300"
카카오,2010.10.29,"78,500"
카카오,2010.10.28,"78,300"
카카오,2010.10.27,"78,700"
카카오,2010.10.26,"78,300"
카카오,2010.10.25,"80,300"
카카오,2010.10.22,"79,000"
카카오,2010.10.21,"80,400"
카카오,2010.10.20,"81,400"
카카오,2010.10.19,"80,900"
카카오,2010.10.18,"80,500"
카카오,2010.10.15,"80,400"
카카오,2010.10.14,"81,100"
카카오,2010.10.13,"82,400"
카카오,2010.10.12,"82,000"
카카오,2010.10.11,"81,300"
카카오,2010.10.08,"81,100"
카카오,2010.10.07,"82,000"
카카오,2010.10.06,"81,900"
카카오,2010.10.05,"79,700"
카카오,2010.10.04,"76,100"
카카오,2010.10.01,"78,600"
카카오,2010.09.30,"78,800"
카카오,2010.09.29,"77,000"
카카오,2010.09.28,"75,500"
카카오,2010.09.27,"75,600"
카카오,2010.09.24,"75,200"
카카오,2010.09.20,"74,500"
카카오,2010.09.17,"74,600"
카카오,2010.09.16,"73,500"
카카오,2010.09.15,"74,700"
카카오,2010.09.14,"74,800"
카카오,2010.09.13,"71,500"
카카오,2010.09.10,"69,900"
카카오,2010.09.09,"68,800"
카카오,2010.09.08,"69,800"
카카오,2010.09.07,"69,800"
카카오,2010.09.06,"70,700"
카카오,2010.09.03,"71,500"
카카오,2010.09.02,"72,000"
카카오,2010.09.01,"72,200"
카카오,2010.08.31,"70,300"
카카오,2010.08.30,"71,400"
카카오,2010.08.27,"71,500"
카카오,2010.08.26,"71,500"
카카오,2010.08.25,"69,000"
카카오,2010.08.24,"68,400"
카카오,2010.08.23,"73,100"
카카오,2010.08.20,"73,100"
카카오,2010.08.19,"73,800"
카카오,2010.08.18,"72,800"
카카오,2010.08.17,"74,900"
카카오,2010.08.16,"73,800"
카카오,2010.08.13,"73,300"
카카오,2010.08.12,"73,000"
카카오,2010.08.11,"72,800"
카카오,2010.08.10,"74,900"
카카오,2010.08.09,"75,200"
카카오,2010.08.06,"78,300"
카카오,2010.08.05,"79,100"
카카오,2010.08.04,"79,000"
카카오,2010.08.03,"80,000"
카카오,2010.08.02,"86,000"
카카오,2010.07.30,"85,000"
카카오,2010.07.29,"83,800"
카카오,2010.07.28,"83,900"
카카오,2010.07.27,"85,000"
카카오,2010.07.26,"85,500"
카카오,2010.07.23,"85,700"
카카오,2010.07.22,"85,000"
카카오,2010.07.21,"84,500"
카카오,2010.07.20,"83,500"
카카오,2010.07.19,"81,400"
카카오,2010.07.16,"82,500"
카카오,2010.07.15,"82,700"
카카오,2010.07.14,"82,800"
카카오,2010.07.13,"83,800"
카카오,2010.07.12,"84,500"
카카오,2010.07.09,"83,900"
카카오,2010.07.08,"82,700"
카카오,2010.07.07,"82,500"
카카오,2010.07.06,"83,300"
카카오,2010.07.05,"83,100"
카카오,2010.07.02,"79,800"
카카오,2010.07.01,"82,000"
카카오,2010.06.30,"84,600"
카카오,2010.06.29,"83,900"
카카오,2010.06.28,"85,300"
카카오,2010.06.25,"84,700"
카카오,2010.06.24,"83,700"
카카오,2010.06.23,"84,100"
카카오,2010.06.22,"86,600"
카카오,2010.06.21,"86,300"
카카오,2010.06.18,"85,000"
카카오,2010.06.17,"84,400"
카카오,2010.06.16,"84,900"
카카오,2010.06.15,"85,000"
카카오,2010.06.14,"85,500"
카카오,2010.06.11,"83,200"
카카오,2010.06.10,"84,700"
카카오,2010.06.09,"84,300"
카카오,2010.06.08,"83,500"
카카오,2010.06.07,"78,200"
카카오,2010.06.04,"78,200"
카카오,2010.06.03,"78,500"
카카오,2010.06.01,"77,800"
카카오,2010.05.31,"78,600"
카카오,2010.05.28,"73,300"
카카오,2010.05.27,"75,600"
카카오,2010.05.26,"78,200"
카카오,2010.05.25,"78,900"
카카오,2010.05.24,"79,700"
카카오,2010.05.20,"80,300"
카카오,2010.05.19,"81,200"
카카오,2010.05.18,"81,400"
카카오,2010.05.17,"81,000"
카카오,2010.05.14,"81,000"
카카오,2010.05.13,"82,500"
카카오,2010.05.12,"81,200"
카카오,2010.05.11,"77,500"
카카오,2010.05.10,"78,300"
카카오,2010.05.07,"79,500"
카카오,2010.05.06,"76,400"
카카오,2010.05.04,"75,300"
카카오,2010.05.03,"69,000"
카카오,2010.04.30,"66,600"
카카오,2010.04.29,"68,000"
카카오,2010.04.28,"68,200"
카카오,2010.04.27,"69,000"
카카오,2010.04.26,"69,000"
카카오,2010.04.23,"68,900"
카카오,2010.04.22,"69,000"
카카오,2010.04.21,"69,000"
카카오,2010.04.20,"69,000"
카카오,2010.04.19,"68,500"
카카오,2010.04.16,"68,300"
카카오,2010.04.15,"68,500"
카카오,2010.04.14,"67,000"
카카오,2010.04.13,"65,500"
카카오,2010.04.12,"65,700"
카카오,2010.04.09,"66,500"
카카오,2010.04.08,"66,100"
카카오,2010.04.07,"68,000"
카카오,2010.04.06,"68,700"
카카오,2010.04.05,"69,100"
카카오,2010.04.02,"69,500"
카카오,2010.04.01,"68,600"
카카오,2010.03.31,"67,400"
카카오,2010.03.30,"68,300"
카카오,2010.03.29,"67,900"
카카오,2010.03.26,"68,300"
카카오,2010.03.25,"68,800"
카카오,2010.03.24,"68,500"
카카오,2010.03.23,"68,400"
카카오,2010.03.22,"69,000"
카카오,2010.03.19,"68,700"
카카오,2010.03.18,"69,100"
카카오,2010.03.17,"68,700"
카카오,2010.03.16,"67,000"
카카오,2010.03.15,"67,500"
카카오,2010.03.12,"67,700"
카카오,2010.03.11,"68,800"
카카오,2010.03.10,"68,400"
카카오,2010.03.09,"67,200"
카카오,2010.03.08,"68,800"
카카오,2010.03.05,"68,800"
카카오,2010.03.04,"67,800"
카카오,2010.03.03,"69,700"
카카오,2010.03.02,"70,100"
카카오,2010.02.26,"70,300"
카카오,2010.02.25,"70,800"
카카오,2010.02.24,"71,800"
카카오,2010.02.23,"72,800"
카카오,2010.02.22,"71,600"
카카오,2010.02.19,"70,800"
카카오,2010.02.18,"72,500"
카카오,2010.02.17,"72,900"
카카오,2010.02.16,"71,800"
카카오,2010.02.12,"71,900"
카카오,2010.02.11,"71,500"
카카오,2010.02.10,"69,200"
카카오,2010.02.09,"67,100"
카카오,2010.02.08,"66,500"
카카오,2010.02.05,"67,800"
카카오,2010.02.04,"70,000"
카카오,2010.02.03,"72,200"
카카오,2010.02.02,"72,800"
카카오,2010.02.01,"71,800"
카카오,2010.01.29,"70,600"
카카오,2010.01.28,"72,400"
카카오,2010.01.27,"69,700"
카카오,2010.01.26,"70,500"
카카오,2010.01.25,"72,100"
카카오,2010.01.22,"72,900"
카카오,2010.01.21,"74,000"
카카오,2010.01.20,"74,900"
카카오,2010.01.19,"75,000"
카카오,2010.01.18,"76,900"
카카오,2010.01.15,"77,500"
카카오,2010.01.14,"71,100"
카카오,2010.01.13,"71,800"
카카오,2010.01.12,"72,500"
카카오,2010.01.11,"72,000"
카카오,2010.01.08,"72,900"
카카오,2010.01.07,"73,400"
카카오,2010.01.06,"74,300"
카카오,2010.01.05,"74,000"
카카오,2010.01.04,"73,400"
카카오,2009.12.30,"70,300"
카카오,2009.12.29,"70,500"
카카오,2009.12.28,"70,300"
카카오,2009.12.24,"70,600"
카카오,2009.12.23,"70,100"
카카오,2009.12.22,"65,400"
카카오,2009.12.21,"65,500"
카카오,2009.12.18,"64,500"
카카오,2009.12.17,"64,000"
카카오,2009.12.16,"65,900"
카카오,2009.12.15,"66,200"
카카오,2009.12.14,"64,500"
카카오,2009.12.11,"63,800"
카카오,2009.12.10,"63,800"
카카오,2009.12.09,"63,900"
카카오,2009.12.08,"64,500"
카카오,2009.12.07,"64,000"
카카오,2009.12.04,"63,800"
카카오,2009.12.03,"63,500"
카카오,2009.12.02,"63,500"
카카오,2009.12.01,"63,500"
카카오,2009.11.30,"62,700"
카카오,2009.11.27,"60,800"
카카오,2009.11.26,"61,000"
카카오,2009.11.25,"61,000"
카카오,2009.11.24,"61,700"
카카오,2009.11.23,"61,100"
카카오,2009.11.20,"59,600"
카카오,2009.11.19,"59,200"
카카오,2009.11.18,"58,400"
카카오,2009.11.17,"57,800"
카카오,2009.11.16,"57,000"
카카오,2009.11.13,"56,200"
카카오,2009.11.12,"55,900"
카카오,2009.11.11,"56,400"
카카오,2009.11.10,"54,500"
카카오,2009.11.09,"53,400"
카카오,2009.11.06,"54,500"
카카오,2009.11.05,"54,200"
카카오,2009.11.04,"54,000"
카카오,2009.11.03,"53,400"
카카오,2009.11.02,"54,300"
카카오,2009.10.30,"55,100"
카카오,2009.10.29,"53,500"
카카오,2009.10.28,"55,700"
카카오,2009.10.27,"57,000"
카카오,2009.10.26,"56,800"
카카오,2009.10.23,"54,800"
카카오,2009.10.22,"54,900"
카카오,2009.10.21,"55,800"
카카오,2009.10.20,"56,700"
카카오,2009.10.19,"57,900"
카카오,2009.10.16,"56,700"
카카오,2009.10.15,"54,900"
카카오,2009.10.14,"54,500"
카카오,2009.10.13,"53,500"
카카오,2009.10.12,"54,400"
카카오,2009.10.09,"51,900"
카카오,2009.10.08,"52,200"
카카오,2009.10.07,"52,200"
카카오,2009.10.06,"52,000"
카카오,2009.10.05,"50,600"
카카오,2009.10.01,"51,100"
카카오,2009.09.30,"54,200"
카카오,2009.09.29,"54,900"
카카오,2009.09.28,"54,500"
카카오,2009.09.25,"54,000"
카카오,2009.09.24,"54,000"
카카오,2009.09.23,"53,800"
카카오,2009.09.22,"53,100"
카카오,2009.09.21,"50,400"
카카오,2009.09.18,"50,900"
카카오,2009.09.17,"51,000"
카카오,2009.09.16,"50,500"
카카오,2009.09.15,"49,600"
카카오,2009.09.14,"50,000"
카카오,2009.09.11,"50,000"
카카오,2009.09.10,"48,350"
카카오,2009.09.09,"47,300"
카카오,2009.09.08,"47,400"
카카오,2009.09.07,"48,250"
카카오,2009.09.04,"48,800"
카카오,2009.09.03,"48,200"
카카오,2009.09.02,"47,000"
카카오,2009.09.01,"47,300"
카카오,2009.08.31,"44,700"
카카오,2009.08.28,"44,100"
카카오,2009.08.27,"44,250"
카카오,2009.08.26,"43,900"
카카오,2009.08.25,"44,500"
카카오,2009.08.24,"44,900"
카카오,2009.08.21,"44,850"
카카오,2009.08.20,"43,300"
카카오,2009.08.19,"44,600"
카카오,2009.08.18,"44,050"
카카오,2009.08.17,"43,750"
카카오,2009.08.14,"47,100"
카카오,2009.08.13,"47,500"
카카오,2009.08.12,"46,300"
카카오,2009.08.11,"46,600"
카카오,2009.08.10,"48,150"
카카오,2009.08.07,"48,950"
카카오,2009.08.06,"49,150"
카카오,2009.08.05,"49,800"
카카오,2009.08.04,"49,850"
카카오,2009.08.03,"49,600"
카카오,2009.07.31,"50,000"
카카오,2009.07.30,"49,900"
카카오,2009.07.29,"50,000"
카카오,2009.07.28,"49,800"
카카오,2009.07.27,"49,500"
카카오,2009.07.24,"49,000"
카카오,2009.07.23,"49,500"
카카오,2009.07.22,"49,300"
카카오,2009.07.21,"48,050"
카카오,2009.07.20,"48,200"
카카오,2009.07.17,"47,450"
카카오,2009.07.16,"45,800"
카카오,2009.07.15,"46,400"
카카오,2009.07.14,"44,900"
카카오,2009.07.13,"44,900"
카카오,2009.07.10,"45,600"
카카오,2009.07.09,"47,600"
카카오,2009.07.08,"47,650"
카카오,2009.07.07,"45,700"
카카오,2009.07.06,"43,550"
카카오,2009.07.03,"43,550"
카카오,2009.07.02,"42,650"
카카오,2009.07.01,"43,050"
카카오,2009.06.30,"45,200"
카카오,2009.06.29,"45,400"
카카오,2009.06.26,"46,500"
카카오,2009.06.25,"45,050"
카카오,2009.06.24,"43,400"
카카오,2009.06.23,"43,500"
카카오,2009.06.22,"43,400"
카카오,2009.06.19,"45,000"
카카오,2009.06.18,"45,000"
카카오,2009.06.17,"41,950"
카카오,2009.06.16,"42,200"
카카오,2009.06.15,"41,600"
카카오,2009.06.12,"40,550"
카카오,2009.06.11,"38,500"
카카오,2009.06.10,"37,200"
카카오,2009.06.09,"35,550"
카카오,2009.06.08,"37,500"
카카오,2009.06.05,"38,250"
카카오,2009.06.04,"38,800"
카카오,2009.06.03,"38,800"
카카오,2009.06.02,"38,400"
카카오,2009.06.01,"38,000"
카카오,2009.05.29,"36,950"
카카오,2009.05.28,"35,850"
카카오,2009.05.27,"33,600"
카카오,2009.05.26,"34,700"
카카오,2009.05.25,"36,300"
카카오,2009.05.22,"35,500"
카카오,2009.05.21,"36,000"
카카오,2009.05.20,"36,700"
카카오,2009.05.19,"36,200"
카카오,2009.05.18,"33,550"
카카오,2009.05.15,"34,300"
카카오,2009.05.14,"34,500"
카카오,2009.05.13,"36,650"
카카오,2009.05.12,"35,900"
카카오,2009.05.11,"35,900"
카카오,2009.05.08,"36,000"
카카오,2009.05.07,"36,000"
카카오,2009.05.06,"35,200"
카카오,2009.05.04,"35,200"
카카오,2009.04.30,"35,200"
카카오,2009.04.29,"34,100"
카카오,2009.04.28,"32,000"
카카오,2009.04.27,"35,000"
카카오,2009.04.24,"35,500"
카카오,2009.04.23,"36,700"
카카오,2009.04.22,"37,950"
카카오,2009.04.21,"37,450"
카카오,2009.04.20,"35,850"
카카오,2009.04.17,"35,500"
카카오,2009.04.16,"37,000"
카카오,2009.04.15,"38,000"
카카오,2009.04.14,"39,250"
카카오,2009.04.13,"38,750"
카카오,2009.04.10,"39,900"
카카오,2009.04.09,"39,800"
카카오,2009.04.08,"37,000"
카카오,2009.04.07,"36,800"
카카오,2009.04.06,"34,400"
카카오,2009.04.03,"32,450"
카카오,2009.04.02,"30,850"
카카오,2009.04.01,"29,450"
카카오,2009.03.31,"28,650"
카카오,2009.03.30,"29,000"
카카오,2009.03.27,"29,100"
카카오,2009.03.26,"30,700"
카카오,2009.03.25,"30,450"
카카오,2009.03.24,"30,400"
카카오,2009.03.23,"29,100"
카카오,2009.03.20,"28,800"
카카오,2009.03.19,"27,650"
카카오,2009.03.18,"27,300"
카카오,2009.03.17,"27,500"
카카오,2009.03.16,"27,700"
카카오,2009.03.13,"27,900"
카카오,2009.03.12,"27,200"
카카오,2009.03.11,"27,250"
카카오,2009.03.10,"25,600"
카카오,2009.03.09,"23,950"
카카오,2009.03.06,"23,200"
카카오,2009.03.05,"23,900"
카카오,2009.03.04,"24,500"
카카오,2009.03.03,"23,850"
카카오,2009.03.02,"24,000"
카카오,2009.02.27,"25,500"
카카오,2009.02.26,"26,100"
카카오,2009.02.25,"26,500"
카카오,2009.02.24,"27,100"
카카오,2009.02.23,"26,900"
카카오,2009.02.20,"25,550"
카카오,2009.02.19,"25,650"
카카오,2009.02.18,"25,000"
카카오,2009.02.17,"24,200"
카카오,2009.02.16,"26,000"
카카오,2009.02.13,"25,750"
카카오,2009.02.12,"26,200"
카카오,2009.02.11,"26,150"
카카오,2009.02.10,"26,700"
카카오,2009.02.09,"27,000"
카카오,2009.02.06,"26,700"
카카오,2009.02.05,"26,900"
